,tweet_id,retweet_count,favorite_count
944,750147208377409536,924,3009
945,750132105863102464,1238,3500
946,750117059602808832,1259,4206
947,750101899009982464,811,2947
948,750086836815486976,514,2107
949,750071704093859840,3186,7571
950,750056684286914561,865,3063
951,750041628174217216,585,3064
952,750026558547456000,757,2632
953,750011400160841729,867,3126
954,749996283729883136,786,2957
955,749981277374128128,2374,4943
956,749774190421639168,1272,4522
957,749417653287129088,1578,5910
958,749403093750648834,508,2525
959,749395845976588288,3296,8286
960,749317047558017024,2152,5309
961,749075273010798592,1985,5571
962,749064354620928000,1470,4657
963,749036806121881602,763,2997
964,748977405889503236,3265,10430
965,748932637671223296,2161,5608
966,748705597323898880,918,2689
967,748699167502000129,1523,4593
968,748692773788876800,1286,4112
969,748575535303884801,1910,5863
970,748568946752774144,647,2132
971,748346686624440324,1186,5053
972,748337862848962560,3938,7351
973,748324050481647620,725,3567
974,748307329658011649,686,3577
975,748220828303695873,7449,13656
976,747963614829678593,2052,5581
977,747933425676525569,2449,6399
978,747885874273214464,929,2831
979,747844099428986880,717,2724
980,747816857231626240,1116,4683
981,747651430853525504,147,1324
982,747648653817413632,5583,12448
983,747600769478692864,540,2258
984,747594051852075008,1002,3554
985,747512671126323200,1544,5336
986,747461612269887489,1003,3746
987,747439450712596480,1836,5238
988,747242308580548608,2780,0
989,747219827526344708,1500,5081
990,747204161125646336,870,3244
991,747103485104099331,3795,9211
992,746906459439529985,284,2804
993,746872823977771008,2045,5789
994,746818907684614144,1671,5133
995,746790600704425984,1530,4705
996,746757706116112384,3746,9237
997,746726898085036033,1720,5847
998,746542875601690625,1819,4869
999,746521445350707200,941,0
1000,746507379341139972,1041,4499
1001,746369468511756288,1563,5993
1002,746131877086527488,2100,6648
1003,746056683365994496,780,3456
1004,745789745784041472,1017,3862
1005,745712589599014916,2225,6762
1006,745433870967832576,2438,6818
1007,745422732645535745,2317,8266
1008,745314880350101504,2627,6897
1009,745074613265149952,3336,7561
1010,745057283344719872,2151,6989
1011,744995568523612160,588,2863
1012,744971049620602880,2566,7603
1013,744709971296780288,1496,5402
1014,744334592493166593,2010,6523
1015,744234799360020481,74255,150496
1016,744223424764059648,346,1599
1017,743980027717509120,1049,4027
1018,743895849529389061,926,3525
1019,743835915802583040,1978,0
1020,743609206067040256,1333,4311
1021,743595368194129920,6238,17669
1022,743545585370791937,903,3411
1023,743510151680958465,3565,7649
1024,743253157753532416,1172,4089
1025,743222593470234624,1831,5977
1026,743210557239623680,1309,3705
1027,742534281772302336,3420,6806
1028,742528092657332225,1872,4260
1029,742465774154047488,3753,6999
1030,742423170473463808,3571,9470
1031,742385895052087300,1874,6554
1032,742161199639494656,1303,4146
1033,742150209887731712,1475,4920
1034,741793263812808706,1438,4384
1035,741743634094141440,2617,7864
1036,741438259667034112,781,3558
1037,741303864243200000,3066,8459
1038,741099773336379392,5274,9617
1039,741067306818797568,2948,9194
1040,740995100998766593,2592,6107
1041,740711788199743490,900,3269
1042,740699697422163968,745,2745
1043,740676976021798912,6512,17468
1044,740373189193256964,12715,33718
1045,740365076218183684,409,2365
1046,740359016048689152,823,3167
1047,740214038584557568,1872,6440
1048,739979191639244800,5647,19213
1049,739932936087216128,1031,3907
1050,739844404073074688,819,3661
1051,739623569819336705,1298,3628
1052,739606147276148736,1581,5205
1053,739544079319588864,20208,37925
1054,739485634323156992,2784,6868
1055,739238157791694849,55333,111312
1056,738891149612572673,6,101
1057,738885046782832640,1094,3634
1058,738883359779196928,756,3175
1059,738537504001953792,1466,4892
1060,738402415918125056,785,3139
1061,738184450748633089,1159,4154
1062,738166403467907072,3183,8415
1063,738156290900254721,615,2407
1064,737826014890496000,1690,5058
1065,737800304142471168,3308,9618
1066,737678689543020544,1255,4837
1067,737445876994609152,4238,9836
1068,737322739594330112,773,3461
1069,737310737551491075,7068,14071
1070,736736130620620800,1635,4073
1071,736392552031657984,6995,16988
1072,736365877722001409,1181,3823
1073,736225175608430592,2658,7788
1074,736010884653420544,2824,7570
1075,735991953473572864,1091,3443
1076,735648611367784448,1051,3887
1077,735635087207878657,2245,5929
1078,735274964362878976,4777,12519
1079,735256018284875776,840,3199
1080,735137028879360001,927,3007
1081,734912297295085568,507,2644
1082,734787690684657664,5994,12032
1083,734776360183431168,509,2407
1084,734559631394082816,376,1431
1085,733828123016450049,747,3436
1086,733822306246479872,975,3528
1087,733482008106668032,902,2997
1088,733460102733135873,1205,4016
1089,733109485275860992,16271,51282
1090,732732193018155009,509,2329
1091,732726085725589504,849,3421
1092,732585889486888962,745,3507
1093,732375214819057664,2387,7763
1094,732005617171337216,5120,14252
1095,731285275100512256,953,3358
1096,731156023742988288,1207,3685
1097,730924654643314689,1882,5891
1098,730573383004487680,2025,4677
1099,730427201120833536,987,3346
1100,730211855403241472,1009,3656
1101,730196704625098752,1790,4641
1102,729854734790754305,1066,3863
1103,729838605770891264,359,1660
1104,729823566028484608,1181,3814
1105,729463711119904772,2204,5542
1106,729113531270991872,303,1802
1107,728986383096946689,777,3018
1108,728760639972315136,1624,4477
1109,728751179681943552,646,2654
1110,728653952833728512,993,3181
1111,728409960103686147,1900,4699
1112,728387165835677696,914,3561
1113,728046963732717569,1145,4115
1114,728035342121635841,1589,4363
1115,728015554473250816,1045,3960
1116,727685679342333952,606,2847
1117,727644517743104000,1664,5615
1118,727524757080539137,1155,4283
1119,727314416056803329,708,3194
1120,727286334147182592,782,2932
1121,727175381690781696,1326,3758
1122,727155742655025152,1262,3474
1123,726935089318363137,2315,6585
1124,726887082820554753,1441,3684
1125,726828223124897792,958,3427
1126,726224900189511680,1093,4241
1127,725842289046749185,2537,6799
1128,725786712245440512,1305,4001
1129,725729321944506368,1687,4985
1130,725458796924002305,581,1358
1131,724983749226668032,1233,3582
1132,724771698126512129,602,2241
1133,724405726123311104,1585,5072
1134,724049859469295616,1694,4157
1135,724046343203856385,530,2550
1136,724004602748780546,1465,4010
1137,723912936180330496,1172,3735
1138,723688335806480385,2779,7337
1139,723673163800948736,844,2909
1140,723179728551723008,1771,5074
1141,722974582966214656,1490,3924
1142,722613351520608256,1557,4777
1143,721503162398597120,1733,4415
1144,721001180231503872,584,2425
1145,720785406564900865,729,2965
1146,720775346191278080,626,2351
1147,720415127506415616,1427,3961
1148,720389942216527872,2378,6102
1149,720340705894408192,926,2745
1150,720059472081784833,1068,3700
1151,720043174954147842,1914,4726
1152,719991154352222208,1656,4641
1153,719704490224398336,1356,4349
1154,719551379208073216,1804,4841
1155,719367763014393856,711,2681
1156,719339463458033665,1175,4270
1157,719332531645071360,902,3294
1158,718971898235854848,1029,3332
1159,718939241951195136,1665,5032
1160,718631497683582976,7615,18075
1161,718613305783398402,455,2336
1162,718540630683709445,964,2337
1163,718460005985447936,499,2583
1164,718454725339934721,1436,4649
1165,718246886998687744,470,1834
1166,718234618122661888,943,3708
1167,717841801130979328,566,2347
1168,717790033953034240,1046,2742
1169,717537687239008257,1755,5556
1170,717428917016076293,427,1550
1171,717421804990701568,798,3023
1172,717047459982213120,1829,6030
1173,717009362452090881,914,3105
1174,716802964044845056,1111,4114
1175,716791146589110272,1507,7892
1176,716730379797970944,410,1184
1177,716447146686459905,5573,12516
1178,716439118184652801,200,2287
1179,716285507865542656,1004,2663
1180,716080869887381504,1816,6505
1181,715928423106027520,840,3062
1182,715758151270801409,1361,3557
1183,715733265223708672,1610,4484
1184,715704790270025728,546,2661
1185,715696743237730304,1230,3750
1186,715680795826982913,1523,4111
1187,715360349751484417,1490,5244
1188,715342466308784130,655,2925
1189,715220193576927233,616,2324
1190,715200624753819648,1772,4940
1191,715009755312439296,1164,3984
1192,714982300363173890,987,3569
1193,714962719905021952,4038,7038
1194,714957620017307648,1345,3983
1195,714631576617938945,944,3138
1196,714606013974974464,879,3491
1197,714485234495041536,1074,2551
1198,714258258790387713,696,2913
1199,714251586676113411,796,3138
1200,714214115368108032,831,2189
1201,714141408463036416,1335,4147
1202,713919462244790272,755,3153
1203,713909862279876608,517,1818
1204,713900603437621249,697,2725
1205,713761197720473600,1302,4658
1206,713411074226274305,1242,4255
1207,713177543487135744,2733,6924
1208,713175907180089344,1402,4264
1209,712809025985978368,6399,18266
1210,712717840512598017,4725,11809
1211,712668654853337088,1153,3998
1212,712438159032893441,1495,5100
1213,712309440758808576,25,228
1214,712097430750289920,985,3618
1215,712092745624633345,850,2826
1216,712085617388212225,465,3138
1217,712065007010385924,594,2163
1218,711998809858043904,123,0
1219,711968124745228288,2200,7715
1220,711743778164514816,948,2724
1221,711732680602345472,3883,8443
1222,711694788429553666,17451,31489
1223,711652651650457602,864,3702
1224,711363825979756544,1080,3480
1225,711306686208872448,708,3167
1226,711008018775851008,583,2875
1227,710997087345876993,1323,4394
1228,710844581445812225,649,2444
1229,710833117892898816,504,2578
1230,710658690886586372,535,2224
1231,710609963652087808,2275,4606
1232,710588934686908417,1773,4355
1233,710296729921429505,702,2284
1234,710283270106132480,496,2073
1235,710272297844797440,1194,4342
1236,710269109699739648,1067,2297
1237,710153181850935296,854,2800
1238,710140971284037632,845,2641
1239,710117014656950272,1884,5236
1240,709918798883774466,1036,3359
1241,709901256215666688,98,640
1242,709852847387627521,1145,3365
1243,709566166965075968,1143,3402
1244,709556954897764353,1020,3148
1245,709519240576036864,227,1438
1246,709449600415961088,542,2121
1247,709409458133323776,649,2537
1248,709225125749587968,544,2309
1249,709207347839836162,5484,11978
1250,709198395643068416,610,2358
1251,709179584944730112,642,1933
1252,709158332880297985,393,1953
1253,709042156699303936,1556,4540
1254,708853462201716736,631,1735
1255,708845821941387268,854,2862
1256,708834316713893888,477,1620
1257,708810915978854401,6574,15822
1258,708738143638450176,779,2656
1259,708711088997666817,683,2435
1260,708479650088034305,645,2443
1261,708469915515297792,780,2981
1262,708400866336894977,9565,15278
1263,708356463048204288,1257,3439
1264,708349470027751425,704,2262
1265,708149363256774660,1483,4133
1266,708130923141795840,819,3248
1267,708119489313951744,936,2581
1268,708109389455101952,532,1879
1269,708026248782585858,1837,4229
1270,707995814724026368,1078,3000
1271,707983188426153984,2,49
1272,707969809498152960,914,2580
1273,707776935007539200,913,3151
1274,707741517457260545,584,2401
1275,707738799544082433,2340,3918
1276,707693576495472641,953,3261
1277,707629649552134146,827,2468
1278,707610948723478529,6041,16289
1279,707420581654872064,663,2164
1280,707411934438625280,569,2212
1281,707387676719185920,1214,3355
1282,707377100785885184,1034,3134
1283,707315916783140866,606,2379
1284,707297311098011648,746,2680
1285,707059547140169728,644,2492
1286,707038192327901184,753,2103
1287,707021089608753152,1290,3925
1288,707014260413456384,571,2224
1289,706904523814649856,7492,14005
1290,706901761596989440,556,1967
1291,706681918348251136,932,3173
1292,706644897839910912,1042,2468
1293,706593038911545345,605,2074
1294,706538006853918722,1368,3349
1295,706516534877929472,983,3003
1296,706346369204748288,884,3322
1297,706310011488698368,7521,20411
1298,706291001778950144,455,1643
1299,706265994973601792,889,2635
1300,706169069255446529,2112,3753
1301,706166467411222528,1523,4952
1302,706153300320784384,368,1422
1303,705975130514706432,695,2983
1304,705970349788291072,854,3053
1305,705898680587526145,527,2286
1306,705786532653883392,493,1856
1307,705591895322394625,1100,3052
1308,705475953783398401,873,2848
1309,705442520700944385,1534,4228
1310,705428427625635840,1593,3660
1311,705239209544720384,722,2887
1312,705223444686888960,761,2488
1313,705102439679201280,492,2060
1314,705066031337840642,586,2103
1315,704871453724954624,1071,4110
1316,704859558691414016,507,2159
1317,704847917308362754,1448,4879
1318,704819833553219584,935,2539
1319,704761120771465216,2780,6374
1320,704499785726889984,961,2794
1321,704491224099647488,75,718
1322,704480331685040129,1026,3265
1323,704364645503647744,3390,7670
1324,704347321748819968,334,1516
1325,704134088924532736,435,1447
1326,704113298707505153,548,1785
1327,704054845121142784,878,2810
1328,703774238772166656,437,1776
1329,703769065844768768,1090,3134
1330,703631701117943808,639,2474
1331,703611486317502464,1459,3694
1332,703425003149250560,1297,3651
1333,703407252292673536,663,2347
1334,703382836347330562,1091,3369
1335,703356393781329922,369,1841
1336,703268521220972544,519,1904
1337,703079050210877440,2948,7103
1338,703041949650034688,11865,25296
1339,702932127499816960,686,2481
1340,702899151802126337,430,1542
1341,702684942141153280,1018,3108
1342,702671118226825216,536,2104
1343,702598099714314240,3286,11775
1344,702539513671897089,916,2775
1345,702332542343577600,1476,3053
1346,702321140488925184,1004,3153
1347,702276748847800320,734,2367
1348,702217446468493312,1285,4601
1349,701981390485725185,940,3313
1350,701952816642965504,979,3695
1351,701889187134500865,1327,3405
1352,701805642395348998,1596,3287
1353,701601587219795968,434,2019
1354,701570477911896070,886,2713
1355,701545186879471618,583,2568
1356,701214700881756160,4859,11743
1357,700890391244103680,539,2136
1358,700864154249383937,598,2500
1359,700847567345688576,476,2365
1360,700796979434098688,894,2346
1361,700747788515020802,8846,21905
1362,700518061187723268,761,2512
1363,700505138482569216,547,2204
1364,700462010979500032,1697,3968
1365,700167517596164096,698,2541
1366,700151421916807169,643,2163
1367,700143752053182464,2590,7220
1368,700062718104104960,652,2539
1369,700029284593901568,555,1999
1370,700002074055016451,1276,3181
1371,699801817392291840,908,2923
1372,699788877217865730,489,2152
1373,699779630832685056,1182,2626
1374,699775878809702401,578,1885
1375,699691744225525762,4388,9886
1376,699446877801091073,2501,5724
1377,699434518667751424,493,2097
1378,699423671849451520,307,1309
1379,699413908797464576,596,2009
1380,699370870310113280,417,1826
1381,699323444782047232,829,3034
1382,699088579889332224,595,2168
1383,699079609774645248,618,2358
1384,699072405256409088,1138,2848
1385,699060279947165696,1718,3598
1386,699036661657767936,1152,2510
1387,698989035503689728,928,3214
1388,698953797952008193,873,2582
1389,698907974262222848,592,2438
1390,698710712454139905,650,2380
1391,698703483621523456,356,1395
1392,698635131305795584,328,1251
1393,698549713696649216,596,2233
1394,698355670425473025,427,1781
1395,698342080612007937,921,2176
1396,698262614669991936,1906,4590
1397,698195409219559425,5693,16117
1398,698178924120031232,708,2714
1399,697995514407682048,324,1465
1400,697990423684476929,1228,3158
1401,697943111201378304,646,2303
1402,697881462549430272,1109,2899
1403,697630435728322560,522,1681
1404,697616773278015490,965,3025
1405,697596423848730625,1205,2892
1406,697575480820686848,481,1965
1407,697516214579523584,1061,1972
1408,697482927769255936,637,2334
1409,697463031882764288,1342,3293
1410,697270446429966336,1799,4533
1411,697259378236399616,956,3172
1412,697255105972801536,1104,2952
1413,697242256848379904,641,2437
1414,696900204696625153,980,3047
1415,696894894812565505,648,2250
1416,696886256886657024,1712,4664
1417,696877980375769088,684,2357
1418,696754882863349760,345,1428
1419,696744641916489729,886,1993
1420,696713835009417216,618,2282
1421,696518437233913856,1646,3769
1422,696490539101908992,136,1168
1423,696488710901260288,980,2416
1424,696405997980676096,1110,3087
1425,696100768806522880,622,1857
1426,695816827381944320,1101,2896
1427,695794761660297217,737,3047
1428,695767669421768709,702,1788
1429,695629776980148225,1999,4390
1430,695446424020918272,1739,4241
1431,695409464418041856,3425,8345
1432,695314793360662529,1386,3485
1433,695095422348574720,587,2544
1434,695074328191332352,1050,2728
1435,695064344191721472,563,1541
1436,695051054296211456,762,2559
1437,694925794720792577,876,2596
1438,694905863685980160,892,2643
1439,694669722378485760,13691,34428
1440,694356675654983680,273,1447
1441,694352839993344000,582,1960
1442,694342028726001664,464,1524
1443,694329668942569472,480,1920
1444,694206574471057408,1949,4003
1445,694183373896572928,888,2829
1446,694001791655137281,976,3278
1447,693993230313091072,383,1807
1448,693942351086120961,351,1683
1449,693647888581312512,558,2586
1450,693644216740769793,118,1304
1451,693642232151285760,396,2451
1452,693629975228977152,757,2353
1453,693622659251335168,356,1472
1454,693590843962331137,1865,4845
1455,693582294167244802,236,1585
1456,693486665285931008,601,1698
1457,693280720173801472,1188,3221
1458,693267061318012928,775,2288
1459,693262851218264065,474,2120
1460,693231807727280129,711,2770
1461,693155686491000832,3058,7579
1462,693109034023534592,581,1642
1463,693095443459342336,433,1793
1464,692919143163629568,725,2586
1465,692905862751522816,835,2339
1466,692901601640583168,576,1692
1467,692894228850999298,757,2178
1468,692828166163931137,852,2766
1469,692752401762250755,3484,6548
1470,692568918515392513,1469,4198
1471,692535307825213440,1298,3036
1472,692530551048294401,393,1767
1473,692423280028966913,212,1416
1474,692417313023332352,3303,8996
1475,692187005137076224,781,2443
1476,692158366030913536,754,2066
1477,692142790915014657,371,1583
1478,692041934689402880,1206,3269
1479,692017291282812928,907,2781
1480,691820333922455552,1578,3811
1481,691793053716221953,4046,7826
1482,691756958957883396,943,2728
1483,691675652215414786,486,1881
1484,691483041324204033,535,2304
1485,691459709405118465,1084,3891
1486,691444869282295808,807,2537
1487,691416866452082688,7295,18599
1488,691321916024623104,632,2484
1489,691096613310316544,842,2860
1490,691090071332753408,320,1662
1491,690989312272396288,2739,5673
1492,690959652130045952,1190,3441
1493,690938899477221376,1860,3938
1494,690932576555528194,970,3158
1495,690735892932222976,1212,3645
1496,690728923253055490,493,2092
1497,690690673629138944,783,2239
1498,690649993829576704,262,1250
1499,690607260360429569,16,287
1500,690597161306841088,578,1869
1501,690400367696297985,429,1814
1502,690374419777196032,805,3128
1503,690360449368465409,839,2559
1504,690348396616552449,490,1442
1505,690248561355657216,394,1613
1506,690021994562220032,979,2696
1507,690015576308211712,701,2396
1508,690005060500217858,1612,3530
1509,689999384604450816,350,1359
1510,689993469801164801,428,1404
1511,689977555533848577,428,1324
1512,689905486972461056,661,2360
1513,689877686181715968,1108,2926
1514,689835978131935233,720,2096
1515,689661964914655233,893,3113
1516,689659372465688576,3666,9977
1517,689623661272240129,617,2146
1518,689599056876867584,5265,11213
1519,689557536375177216,434,1976
1520,689517482558820352,1362,3269
1521,689289219123089408,888,2165
1522,689283819090870273,1049,3139
1523,689280876073582592,674,1912
1524,689275259254616065,235,1100
1525,689255633275777024,1037,2463
1526,689154315265683456,949,2972
1527,689143371370250240,481,1948
1528,688916208532455424,822,2615
1529,688908934925697024,729,2031
1530,688898160958271489,745,2016
1531,688894073864884227,653,2164
1532,688828561667567616,350,1332
1533,688804835492233216,181,926
1534,688789766343622656,632,2135
1535,688547210804498433,666,2492
1536,688519176466644993,700,2233
1537,688385280030670848,4265,8915
1538,688211956440801280,791,2160
1539,688179443353796608,559,2055
1540,688116655151435777,740,2721
1541,688064179421470721,345,1668
1542,687841446767013888,2391,5251
1543,687826841265172480,1073,2643
1544,687818504314159109,911,2393
1545,687807801670897665,685,2295
1546,687732144991551489,635,1691
1547,687704180304273409,803,2346
1548,687664829264453632,488,1869
1549,687494652870668288,552,1829
1550,687480748861947905,229,1544
1551,687476254459715584,508,1911
1552,687460506001633280,519,1983
1553,687399393394311168,590,1825
1554,687317306314240000,8746,19391
1555,687312378585812992,1813,4200
1556,687127927494963200,2157,5217
1557,687124485711986689,484,2105
1558,687109925361856513,2346,5601
1559,687102708889812993,925,2260
1560,687096057537363968,579,2151
1561,686947101016735744,3050,8314
1562,686760001961103360,1325,3381
1563,686749460672679938,1384,3346
1564,686730991906516992,1148,3973
1565,686683045143953408,768,2717
1566,686618349602762752,1299,3559
1567,686606069955735556,523,1819
1568,686394059078897668,658,1673
1569,686386521809772549,842,3138
1570,686377065986265092,541,2132
1571,686358356425093120,631,2092
1572,686286779679375361,1602,3866
1573,686050296934563840,697,2142
1574,686035780142297088,111,1105
1575,686034024800862208,1089,2960
1576,686007916130873345,391,2387
1577,686003207160610816,592,1758
1578,685973236358713344,495,2018
1579,685943807276412928,560,1564
1580,685906723014619143,2732,7195
1581,685681090388975616,116,1963
1582,685667379192414208,540,2266
1583,685663452032069632,1392,3094
1584,685641971164143616,734,2805
1585,685547936038666240,14858,31625
1586,685532292383666176,1104,2918
1587,685325112850124800,3772,9058
1588,685321586178670592,600,2543
1589,685315239903100929,998,3161
1590,685307451701334016,418,2001
1591,685268753634967552,1140,2976
1592,685198997565345792,638,2242
1593,685169283572338688,1363,3953
1594,684969860808454144,352,2294
1595,684959798585110529,2983,6550
1596,684940049151070208,992,3078
1597,684926975086034944,444,3354
1598,684914660081053696,1389,3368
1599,684902183876321280,505,1795
1600,684880619965411328,769,2006
1601,684830982659280897,20677,33658
1602,684800227459624960,954,2619
1603,684594889858887680,3339,8540
1604,684588130326986752,1348,3947
1605,684567543613382656,1156,2893
1606,684538444857667585,906,2542
1607,684481074559381504,1123,3729
1608,684460069371654144,534,1898
1609,684241637099323392,3123,7793
1610,684225744407494656,196,1193
1611,684222868335505415,1302,3683
1612,684200372118904832,996,2069
1613,684195085588783105,486,1834
1614,684188786104872960,1107,3361
1615,684177701129875456,631,1944
1616,684147889187209216,1454,2879
1617,684122891630342144,449,1926
1618,684097758874210310,1368,3952
1619,683857920510050305,1068,3668
1620,683852578183077888,330,1870
1621,683849932751646720,909,2516
1622,683834909291606017,1073,2529
1623,683828599284170753,1009,2699
1624,683773439333797890,1285,3216
1625,683742671509258241,3162,6214
1626,683515932363329536,2758,7043
1627,683498322573824003,922,3052
1628,683481228088049664,954,2565
1629,683462770029932544,645,2329
1630,683449695444799489,1535,3721
1631,683391852557561860,2283,7342
1632,683357973142474752,875,2781
1633,683142553609318400,990,2756
1634,683111407806746624,870,3267
1635,683098815881154561,625,2092
1636,683078886620553216,543,1925
1637,683030066213818368,713,2085
1638,682962037429899265,15636,35270
1639,682808988178739200,159,1711
1640,682788441537560576,1060,2384
1641,682750546109968385,415,1456
1642,682697186228989953,346,1262
1643,682662431982772225,1029,2932
1644,682638830361513985,565,1987
1645,682429480204398592,1098,3308
1646,682406705142087680,1672,7267
1647,682393905736888321,635,2152
1648,682389078323662849,446,1602
1649,682303737705140231,931,2946
1650,682259524040966145,1133,3977
1651,682242692827447297,1090,3094
1652,682088079302213632,9359,17483
1653,682059653698686977,1596,4734
1654,682047327939461121,892,3072
1655,682032003584274432,1889,6316
1656,682003177596559360,1444,2998
1657,681981167097122816,985,2699
1658,681891461017812993,779,2372
1659,681694085539872773,3853,12297
1660,681679526984871937,418,1690
1661,681654059175129088,863,2519
1662,681610798867845120,443,1818
1663,681579835668455424,1238,3398
1664,681523177663676416,5469,13691
1665,681340665377193984,261,1578
1666,681339448655802368,3888,8928
1667,681320187870711809,704,2535
1668,681302363064414209,1728,3765
1669,681297372102656000,905,3083
1670,681281657291280384,1045,3095
1671,681261549936340994,251,1399
1672,681242418453299201,501,1425
1673,681231109724700672,464,2315
1674,681193455364796417,1403,3554
1675,680970795137544192,621,2317
1676,680959110691590145,1904,4397
1677,680940246314430465,991,3066
1678,680934982542561280,414,2009
1679,680913438424612864,589,2319
1680,680889648562991104,351,1694
1681,680836378243002368,1256,3317
1682,680805554198020098,636,2063
1683,680801747103793152,779,2285
1684,680798457301471234,984,2729
1685,680609293079592961,662,2521
1686,680583894916304897,1259,3478
1687,680497766108381184,1818,4062
1688,680494726643068929,463,1653
1689,680473011644985345,717,2441
1690,680440374763077632,475,1395
1691,680221482581123072,280,1419
1692,680206703334408192,1107,2709
1693,680191257256136705,477,2067
1694,680176173301628928,1469,3723
1695,680161097740095489,701,2232
1696,680145970311643136,1657,3453
1697,680130881361686529,893,2199
1698,680115823365742593,863,2609
1699,680100725817409536,1304,3446
1700,680085611152338944,8551,12284
1701,680070545539371008,818,2484
1702,679877062409191424,616,1894
1703,679872969355714560,636,2113
1704,679862121895714818,587,2360
1705,679854723806179328,1163,2738
1706,679844490799091713,719,2273
1707,679828447187857408,13294,34626
1708,679777920601223168,1040,2977
1709,679736210798047232,749,2006
1710,679729593985699840,788,2071
1711,679722016581222400,444,1596
1712,679530280114372609,1973,4568
1713,679527802031484928,686,2527
1714,679511351870550016,1199,3227
1715,679503373272485890,1388,3030
1716,679475951516934144,609,2003
1717,679462823135686656,17784,30099
1718,679405845277462528,1137,2266
1719,679158373988876288,7609,20298
1720,679148763231985668,971,2670
1721,679132435750195208,1100,2844
1722,679111216690831360,2449,5679
1723,679062614270468097,7620,16174
1724,679047485189439488,624,2148
1725,679001094530465792,1156,2717
1726,678991772295516161,1092,2173
1727,678969228704284672,431,1562
1728,678800283649069056,853,2454
1729,678798276842360832,1094,3301
1730,678774928607469569,856,2684
1731,678767140346941444,1283,3362
1732,678764513869611008,442,1552
1733,678755239630127104,3091,6756
1734,678740035362037760,1570,3568
1735,678708137298427904,2295,5334
1736,678675843183484930,1381,2720
1737,678643457146150913,381,1958
1738,678446151570427904,1450,3817
1739,678424312106393600,2405,5201
1740,678410210315247616,1697,4002
1741,678399652199309312,30029,76387
1742,678396796259975168,395,1515
1743,678389028614488064,397,1772
1744,678380236862578688,849,2313
1745,678341075375947776,506,1644
1746,678334497360859136,235,1233
1747,678278586130948096,5761,10872
1748,678255464182861824,347,1511
1749,678023323247357953,354,1813
1750,678021115718029313,5938,12923
1751,677961670166224897,1593,3252
1752,677918531514703872,383,1267
1753,677895101218201600,1950,4577
1754,677716515794329600,922,2894
1755,677700003327029250,1359,3219
1756,677698403548192770,303,1171
1757,677687604918272002,797,2368
1758,677673981332312066,1413,3166
1759,677662372920729601,891,1846
1760,677644091929329666,762,1768
1761,677573743309385728,655,2026
1762,677565715327688705,431,1239
1763,677557565589463040,1088,2325
1764,677547928504967168,3462,6571
1765,677530072887205888,217,1010
1766,677335745548390400,1643,2883
1767,677334615166730240,269,1278
1768,677331501395156992,221,1034
1769,677328882937298944,1422,3465
1770,677314812125323265,504,1565
1771,677301033169788928,379,1168
1772,677269281705472000,667,1871
1773,677228873407442944,1540,3366
1774,677187300187611136,857,2584
1775,676975532580409345,1005,2627
1776,676957860086095872,764,2118
1777,676949632774234114,372,1241
1778,676948236477857792,808,2044
1779,676946864479084545,344,1641
1780,676942428000112642,702,1961
1781,676936541936185344,4658,12080
1782,676916996760600576,1706,2813
1783,676897532954456065,686,2133
1784,676864501615042560,657,1980
1785,676821958043033607,14533,21634
1786,676819651066732545,623,1728
1787,676811746707918848,404,1357
1788,676776431406465024,1905,4728
1789,676617503762681856,894,2723
1790,676613908052996102,185,1028
1791,676606785097199616,407,1802
1792,676603393314578432,358,1099
1793,676593408224403456,2014,4318
1794,676590572941893632,115,873
1795,676588346097852417,734,2185
1796,676582956622721024,256,1126
1797,676575501977128964,1050,2429
1798,676533798876651520,518,1772
1799,676496375194980353,501,1443
1800,676470639084101634,4388,11005
1801,676440007570247681,619,1626
1802,676430933382295552,317,1323
1803,676263575653122048,507,1978
1804,676237365392908289,264,1143
1805,676219687039057920,29059,72353
1806,676215927814406144,538,1637
1807,676191832485810177,966,2139
1808,676146341966438401,621,1816
1809,676121918416756736,1087,2042
1810,676101918813499392,1095,2675
1811,676098748976615425,1317,2816
1812,676089483918516224,408,1237
1813,675898130735476737,530,1522
1814,675891555769696257,797,2007
1815,675888385639251968,887,2237
1816,675878199931371520,1311,3938
1817,675870721063669760,528,1540
1818,675853064436391936,1196,2531
1819,675849018447167488,133,896
1820,675845657354215424,818,2133
1821,675822767435051008,504,1435
1822,675820929667219457,223,984
1823,675798442703122432,3199,9671
1824,675781562965868544,436,1526
1825,675740360753160193,316,1108
1826,675710890956750848,762,1768
1827,675707330206547968,639,1864
1828,675706639471788032,87,613
1829,675534494439489536,382,1739
1830,675531475945709568,356,1116
1831,675522403582218240,266,979
1832,675517828909424640,434,1218
1833,675501075957489664,5465,16170
1834,675497103322386432,1205,2954
1835,675489971617296384,555,1211
1836,675483430902214656,901,1734
1837,675432746517426176,531,1421
1838,675372240448454658,487,1590
1839,675362609739206656,210,994
1840,675354435921575936,15587,30573
1841,675349384339542016,2112,3696
1842,675334060156301312,1201,2595
1843,675166823650848770,1464,3324
1844,675153376133427200,2390,5856
1845,675149409102012420,1578,3490
1846,675147105808306176,215,883
1847,675146535592706048,271,1110
1848,675145476954566656,831,2005
1849,675135153782571009,440,1222
1850,675113801096802304,728,1823
1851,675111688094527488,232,899
1852,675109292475830276,1046,2629
