,tweet_id,retweet_count,favorite_count
643,791026214425268224,4012,0
644,790987426131050500,2089,9669
645,790946055508652032,4592,16424
646,790723298204217344,2259,0
647,790698755171364864,1883,8079
648,790581949425475584,6961,20346
649,790337589677002753,1850,7718
650,790277117346975746,3112,12368
651,790227638568808452,3482,0
652,789986466051088384,2259,9117
653,789960241177853952,4014,0
654,789903600034189313,4054,10192
655,789628658055020548,1730,7367
656,789599242079838210,1882,6637
657,789530877013393408,3304,11543
658,789314372632018944,2247,8507
659,789280767834746880,4818,0
660,789268448748703744,2558,8971
661,789137962068021249,2726,9555
662,788908386943430656,12227,27017
663,788765914992902144,10081,26898
664,788552643979468800,6995,0
665,788412144018661376,5153,15301
666,788178268662984705,2051,7124
667,788150585577050112,1252,6021
668,788070120937619456,3361,0
669,788039637453406209,1282,6030
670,787810552592695296,2985,8491
671,787717603741622272,2716,10104
672,787397959788929025,2790,10722
673,787322443945877504,1703,7673
674,787111942498508800,6606,0
675,786963064373534720,7805,26214
676,786729988674449408,2380,0
677,786709082849828864,5994,17974
678,786664955043049472,2480,10416
679,786595970293370880,3064,9316
680,786363235746385920,3398,10711
681,786286427768250368,2769,7842
682,786233965241827333,4600,14994
683,786051337297522688,153,1400
684,786036967502913536,6828,0
685,785927819176054784,3119,11209
686,785872687017132033,1760,6599
687,785639753186217984,2191,7740
688,785533386513321988,1946,8940
689,785515384317313025,1228,6019
690,785264754247995392,1590,7147
691,785170936622350336,4716,11834
692,784826020293709826,3165,9932
693,784517518371221505,2468,8831
694,784431430411685888,1241,5636
695,784183165795655680,7833,19691
696,784057939640352768,10826,29220
697,783839966405230592,10526,29457
698,783821107061198850,1914,7243
699,783695101801398276,3137,10281
700,783466772167098368,2177,8296
701,783391753726550016,5329,16594
702,783347506784731136,5399,0
703,783334639985389568,11378,28588
704,783085703974514689,2139,8021
705,782969140009107456,7174,23711
706,782747134529531904,1379,7341
707,782722598790725632,5256,16955
708,782598640137187329,1832,7669
709,782305867769217024,5399,16341
710,782021823840026624,6041,0
711,781955203444699136,3284,10943
712,781661882474196992,2648,10255
713,781655249211752448,1105,3924
714,781524693396357120,5413,20373
715,781308096455073793,2491,7006
716,781251288990355457,2022,8250
717,781163403222056960,2689,9621
718,780931614150983680,7082,21209
719,780858289093574656,1959,7068
720,780800785462489090,1261,5379
721,780601303617732608,3276,11865
722,780543529827336192,1701,6173
723,780496263422808064,3571,0
724,780476555013349377,109,0
725,780459368902959104,1045,5190
726,780192070812196864,2184,8531
727,780092040432480260,2235,0
728,780074436359819264,4813,11886
729,779834332596887552,6828,18496
730,779377524342161408,3020,8588
731,779124354206535695,17784,0
732,779056095788752897,4395,14447
733,778990705243029504,6982,19528
734,778774459159379968,9601,0
735,778764940568104960,353,846
736,778748913645780993,1268,6733
737,778650543019483137,1456,5631
738,778624900596654080,983,4514
739,778408200802557953,4185,13341
740,778396591732486144,11865,0
741,778383385161035776,1066,5697
742,778286810187399168,3205,10154
743,778039087836069888,2567,8308
744,778027034220126208,1560,6414
745,777953400541634568,3420,0
746,777885040357281792,1582,6226
747,777684233540206592,2848,10987
748,777641927919427584,4103,0
749,777621514455814149,2442,8542
750,777189768882946048,4190,13931
751,776819012571455488,13294,0
752,776813020089548800,1172,4779
753,776477788987613185,2684,8608
754,776249906839351296,8846,0
755,776218204058357768,15366,29191
756,776201521193218049,2447,9365
757,776113305656188928,4220,11499
758,776088319444877312,147,1795
759,775898661951791106,16271,0
760,775842724423557120,2579,11438
761,775733305207554048,3878,13579
762,775729183532220416,4473,12708
763,775364825476165632,2865,7217
764,775350846108426240,3797,9920
765,775085132600442880,4574,15189
766,774757898236878852,1733,8416
767,774639387460112384,1678,6584
768,774314403806253056,5353,21282
769,773985732834758656,3744,10493
770,773922284943896577,1697,6255
771,773704687002451968,1569,6449
772,773670353721753600,1274,5223
773,773547596996571136,5958,21605
774,773336787167145985,4889,0
775,773308824254029826,7249,22771
776,773247561583001600,3160,9245
777,773191612633579521,4012,9776
778,772877495989305348,3753,8353
779,772826264096874500,2288,7846
780,772615324260794368,3280,0
781,772581559778025472,1655,6332
782,772193107915964416,1340,5870
783,772152991789019136,1102,3720
784,772117678702071809,716,3677
785,772114945936949249,457,2669
786,772102971039580160,906,3913
787,771908950375665664,1824,6404
788,771770456517009408,3265,11706
789,771500966810099713,2531,8071
790,771380798096281600,4889,10249
791,771171053431250945,7206,0
792,771136648247640064,2836,8929
793,771102124360998913,1393,6078
794,771014301343748096,1604,6728
795,770787852854652928,1166,4812
796,770772759874076672,1376,5058
797,770655142660169732,1730,7180
798,770414278348247044,2031,6175
799,770293558247038976,1420,6065
800,770093767776997377,2948,0
801,770069151037685760,2225,7402
802,769940425801170949,9234,30477
803,769695466921623552,1633,6267
804,769335591808995329,7492,0
805,769212283578875904,1660,5258
806,768970937022709760,6286,13940
807,768909767477751808,2590,0
808,768855141948723200,860,4079
809,768609597686943744,1158,4001
810,768596291618299904,1239,4910
811,768554158521745409,5647,0
812,768473857036525572,3301,13271
813,768193404517830656,3420,10605
814,767884188863397888,1330,4636
815,767754930266464257,5198,15594
816,767500508068192258,2267,7306
817,767191397493538821,3634,11980
818,767122157629476866,2763,9926
819,766864461642756096,5428,0
820,766793450729734144,1319,4911
821,766714921925144576,362,2537
822,766693177336135680,772,3911
823,766423258543644672,1527,5854
824,766313316352462849,1818,6616
825,766078092750233600,2537,0
826,766069199026450432,820,4115
827,766008592277377025,482,3658
828,765719909049503744,2093,7058
829,765669560888528897,1196,5053
830,765395769549590528,3280,26023
831,765371061932261376,2097,6886
832,765222098633691136,3280,11350
833,764857477905154048,1723,6294
834,764259802650378240,1454,5857
835,763956972077010945,52,748
836,763837565564780549,4012,12222
837,763183847194451968,1424,5230
838,763167063695355904,2907,0
839,763103485927849985,2233,7179
840,762699858130116608,3482,11794
841,762471784394268675,6190,10932
842,762464539388485633,4014,10019
843,762316489655476224,1079,4669
844,762035686371364864,14985,30961
845,761976711479193600,1929,5260
846,761750502866649088,3772,0
847,761745352076779520,833,4166
848,761672994376806400,28056,48039
849,761599872357261312,1153,4013
850,761371037149827077,17451,0
851,761334018830917632,1407,5045
852,761292947749015552,1052,4368
853,761227390836215808,1514,5193
854,761004547850530816,3361,11044
855,760893934457552897,934,3714
856,760656994973933572,1843,6406
857,760641137271070720,1249,4843
858,760539183865880579,3498,7365
859,760521673607086080,1347,4093
860,760290219849637889,11076,26048
861,760252756032651264,844,3840
862,760190180481531904,1735,5540
863,760153949710192640,30,0
864,759943073749200896,2007,5775
865,759923798737051648,5428,14265
866,759846353224826880,1900,6550
867,759793422261743616,1843,5787
868,759557299618865152,1151,4553
869,759447681597108224,2380,8261
870,759446261539934208,469,1625
871,759197388317847553,1882,5914
872,759159934323924993,1116,0
873,759099523532779520,4003,14103
874,759047813560868866,1931,6292
875,758854675097526272,873,3451
876,758828659922702336,3715,10897
877,758740312047005698,1566,5580
878,758474966123810816,959,3687
879,758467244762497024,2135,4661
880,758405701903519748,1841,5055
881,758355060040593408,1022,3282
882,758099635764359168,9601,18473
883,758041019896193024,358,2625
884,757741869644341248,3151,6673
885,757729163776290825,7620,0
886,757725642876129280,1170,4413
887,757611664640446465,1057,4439
888,757597904299253760,289,0
889,757596066325864448,1019,4215
890,757400162377592832,6590,14689
891,757393109802180609,1672,5643
892,757354760399941633,1365,4380
893,756998049151549440,1913,6098
894,756939218950160384,1928,6440
895,756651752796094464,1248,4899
896,756526248105566208,3457,10103
897,756303284449767430,1069,3823
898,756288534030475264,17084,42762
899,756275833623502848,1475,6199
900,755955933503782912,2761,7093
901,755206590534418437,5148,15951
902,755110668769038337,10686,20551
903,754874841593970688,7609,0
904,754856583969079297,2415,6684
905,754747087846248448,499,2510
906,754482103782404096,1881,5129
907,754449512966619136,707,3636
908,754120377874386944,2265,7652
909,753655901052166144,2092,5661
910,753420520834629632,3419,7630
911,753398408988139520,1827,5560
912,753375668877008896,2235,7405
913,753298634498793472,5469,0
914,753294487569522689,1001,3255
915,753039830821511168,20089,35946
916,753026973505581056,920,3801
917,752932432744185856,6606,12218
918,752917284578922496,1511,6728
919,752701944171524096,2758,0
920,752682090207055872,1534,5826
921,752660715232722944,1499,4240
922,752568224206688256,2189,5316
923,752519690950500352,3316,7147
924,752334515931054080,1058,3707
925,752309394570878976,15587,0
926,752173152931807232,1760,5772
927,751950017322246144,876,2973
928,751937170840121344,1262,5028
929,751830394383790080,1874,5643
930,751793661361422336,2787,5627
931,751598357617971201,2934,7704
932,751583847268179968,1055,4258
933,751538714308972544,1206,4886
934,751456908746354688,965,3114
935,751251247299190784,5639,12147
936,751205363882532864,1743,6123
937,751132876104687617,1253,4908
938,750868782890057730,1311,4625
939,750719632563142656,4818,12740
940,750506206503038976,1103,4308
941,750429297815552001,4103,12775
942,750383411068534784,1098,4406
943,750381685133418496,27,674
